cell_id,percentage,from,to
C64,0.09380541863231523,A,B
C65,0.020552725481471745,A,B
C66,0.4699255654723869,A,B
C67,0.8201892710583736,A,B
C68,0.14221178341286242,A,B
C69,0.975339866354264,A,B
C70,0.20312545500194573,A,B
C71,0.35772162368525007,A,B
C72,0.014053101622593787,A,B
C73,1.0,A,B
C74,0.035503279351185954,A,B
C75,0.1191888148157032,A,B
C76,0.9819641141448041,A,B
C77,0.24269138863101145,A,B
C78,0.39558445879464493,A,B
C79,0.9151715156173312,A,B
C80,0.13709288048483786,A,B
C81,0.2864216678301581,A,B
C82,0.9303054792604808,A,B
C83,0.021759862424107653,A,B
C84,0.11907438680032606,A,B
C85,0.9877972719536855,A,B
C86,0.34797806872428483,A,B
C87,0.052740514941858184,A,B
C88,0.9415955898681264,A,B
C89,0.7534035200796111,A,B
C90,0.0285210200106384,A,B
C91,0.913908446411171,A,B
C92,0.0638374207067622,A,B
C93,0.9292835395611763,A,B
C94,0.05734171984087858,A,B
C95,0.028726286354550983,A,B
C96,0.8300745925483968,A,B
C97,0.06648662558431538,A,B
C98,0.8845673022042638,A,B
C99,0.5889662556709478,A,B
C100,0.1816366915475395,A,B
C101,0.8832599855804352,A,B
C102,0.0472157186781279,A,B
C103,0.0442814983190271,A,B
C104,0.6220989832591898,A,B
C105,0.22483080203771777,A,B
C106,0.3624301031069618,A,B
C107,0.016619704977876893,A,B
C108,0.014819602743077712,A,B
C109,0.19682339272466032,A,B
C110,0.09931369743745529,A,B
C111,0.4318955742911142,A,B
C112,0.33353823677330735,A,B
C113,0.063078915648304,A,B
C114,0.08810137642246842,A,B
C115,0.9294863875810893,A,B
C116,0.07371733395498799,A,B
C117,0.020189712611215778,A,B
C118,0.4460881240452879,A,B
C119,0.09987396160349453,A,B
C120,0.1519025178234924,A,B
C121,0.37049566904773074,A,B
C122,0.0638355471088028,A,B
C123,0.5157114854760594,A,B
C124,0.17185786902077627,A,B
C125,0.9147976033214463,A,B
C126,0.04222126376296981,A,B
C127,0.9536512724096741,A,B
C128,0.17512751009679614,A,B
C129,0.1751803802298036,A,B
C130,0.7640976199019197,A,B
C131,0.03032456809669109,A,B
C132,0.09506471623647823,A,B
C133,0.0793081092480634,A,B
C134,0.18363563095323268,A,B
C135,0.2074772821208769,A,B
C136,0.20616784836077637,A,B
C137,0.019058987833256023,A,B
C138,0.9597277850245852,A,B
C139,0.7864520351622636,A,B
C140,0.3977769908049933,A,B
C141,0.11214116373696936,A,B
C142,0.801525449483097,A,B
C143,0.0,A,B
C144,0.42458800697043536,A,B
C145,0.03263831047220441,A,B
C146,0.9228919701809395,A,B
C147,0.044019750335357,A,B
C148,0.09359170411960842,A,B
C149,0.48184046790480534,A,B
C150,0.05556807340538422,A,B
C151,0.038120578869182374,A,B
C152,0.8681481203132396,A,B
C153,0.2670362331092589,A,B
C154,0.06315564388571125,A,B
C155,0.3814413292015672,A,B
C156,0.402763362592409,A,B
C157,0.38276991798908794,A,B
C158,0.44717212581774957,A,B
C159,0.22020316950258928,A,B
C160,0.2442075734443668,A,B
C161,0.05678397279227632,A,B
C162,0.965927286507729,A,B
C163,0.3903615659619396,A,B
C164,0.1264624810805043,A,B
C165,0.06069149425422614,A,B
C166,0.04133939189707397,A,B
C167,0.8712928213317382,A,B
C168,0.9808705372884711,A,B
C169,0.1761685503491105,A,B
C170,0.06723825231848717,A,B
C171,0.027792689533001375,A,B
C172,0.9660131962275047,A,B
C173,0.9520095782191833,A,B
C174,0.0925403868130708,A,B
C175,0.1056522767371694,A,B
C176,0.029782551818434568,A,B
C177,0.08403238077695012,A,B
C178,0.022355489776836643,A,B
C179,0.08652324681096481,A,B
C180,0.040534481416948015,A,B
C181,0.9475699519887081,A,B
C182,0.42158101297206285,A,B
C183,0.1600912163633135,A,B
C184,0.38454736074781576,A,B
C185,0.3948053286462277,A,B
C186,0.8787856141294151,A,B
C187,0.9283405221308072,A,B
C188,0.1541861823813802,A,B
C189,0.11144045561227128,A,B
C190,0.4150723410030517,A,B
C191,0.929282545099616,A,B
C192,0.38634053635287163,A,B
C193,0.4086196877608966,A,B
C194,0.844172675469721,A,B
C195,0.07333756497781167,A,B
C196,0.04193414487931777,A,B
C197,0.822797640834365,A,B
C198,0.04718791047366863,A,B
C199,0.09546530544763386,A,B
C200,0.41076740854000343,A,B
