"from","to","cell_id","percentage"
"A","B","C69",0.196614976569207
"A","B","C70",0.0870296162245329
"A","B","C71",0.233019991297552
"A","B","C72",0.297585602981186
"A","B","C73",0.219674347755413
"A","B","C74",0.317573967524567
"A","B","C75",0.769763414979865
"A","B","C76",0.254147727463483
"A","B","C77",0.415878284196176
"A","B","C78",0.964299813843635
"A","B","C79",0.279995459630801
"A","B","C80",0.133448933383132
"A","B","C81",0.313957893354142
"A","B","C82",0.32065196201989
"A","B","C83",0.903207199725634
"A","B","C84",0.0856186714550609
"A","B","C85",0.0771024129267544
"A","B","C86",0.173786881328123
"A","B","C87",0.29569667859113
"A","B","C88",0.246493955051386
"A","B","C89",0.169764588256156
"A","B","C90",0.312526649883125
"A","B","C91",0.0957912076484749
"A","B","C92",0.389631349091304
"A","B","C93",0.864580583018965
"A","B","C94",0.100311761402871
"A","B","C95",0.0494314168698602
"A","B","C96",0.0523164251419612
"A","B","C97",0.261938513518354
"A","B","C98",0.773419505010745
"A","B","C99",0.172688130579377
"A","B","C100",0.266535153272681
"A","B","C101",0.0454736137054345
"A","B","C102",0.12480622417748
"A","B","C103",0.0887911694781564
"A","B","C104",0.133998052153266
"A","B","C105",0.954880463125678
"A","B","C106",0.285346318519141
"A","B","C107",0.327568814833247
"A","B","C108",0.635498170644896
"A","B","C109",0.853491072906135
"A","B","C110",0.0577131129909124
"A","B","C111",0.0287921634296868
"A","B","C112",0.239662501513673
"A","B","C113",0.326041826181604
"A","B","C114",0.250573727033516
"A","B","C115",0.143182440506669
"A","B","C116",0.254882934068648
"A","B","C117",0.637430330333111
"A","B","C118",0.289437022461524
"A","B","C119",0.122776112029883
"A","B","C120",0.24736351232419
"A","B","C121",0.359879923771437
"A","B","C122",0.178082264617702
"A","B","C123",0.226285437981399
"A","B","C124",0.285944134573914
"A","B","C125",0.256317968863222
"A","B","C126",0.187506157709184
"A","B","C127",0.109537933855349
"A","B","C128",0.23618162805978
"A","B","C129",0.270917211825586
"A","B","C130",0.760053827535079
"A","B","C131",0.715882799231431
"A","B","C132",0.177803887780799
"A","B","C133",0.116747117484758
"A","B","C134",0.231583318621006
"A","B","C135",0.0389846272615633
"A","B","C136",0.366766987535018
"A","B","C137",0.262828823253435
"A","B","C138",0.447543837436212
"A","B","C139",0.494913031662452
"A","B","C140",0
"A","B","C141",0.296465085584595
"A","B","C142",0.228478226160874
"A","B","C143",0.230262293134607
"A","B","C144",0.260797686044455
"A","B","C145",0.28249411416799
"A","B","C146",0.709401577499964
"A","B","C147",0.29906136617079
"A","B","C148",0.224845497749245
"A","B","C149",0.182449943733346
"A","B","C150",0.189181606398561
"A","B","C151",0.264694232522727
"A","B","C152",0.598971902932278
"A","B","C153",0.267763513951653
"A","B","C154",0.322199705050711
"A","B","C155",0.256518689396425
"A","B","C156",0.491194000518666
"A","B","C157",0.208627808570944
"A","B","C158",0.299813846278221
"A","B","C159",0.325723916781247
"A","B","C160",0.113435983974138
"A","B","C161",0.255158809049538
"A","B","C162",0.228356523770025
"A","B","C163",0.91683321460668
"A","B","C164",0.949636136698249
"A","B","C165",0.837051200442997
"A","B","C166",0.563663900847709
"A","B","C167",0.608658353629385
"A","B","C168",1
"A","B","C169",0.88466290657153
"A","B","C170",0.396390650944606
"A","B","C171",0.887268434076687
"A","B","C172",0.16785287847329
"A","B","C173",0.517389834038081
"A","B","C174",0.468820477634562
"A","B","C175",0.993701724812565
"A","B","C176",0.837898627248473
"A","B","C177",0.268983532061108
"A","B","C178",0.227544424673986
"A","B","C179",0.924965420627276
"A","B","C180",0.167237376284129
"A","B","C181",0.198312873142258
"A","B","C182",0.291405427939517
"A","B","C183",0.462692713419779
"A","B","C184",0.143144122708714
"A","B","C185",0.928434207142406
"A","B","C186",0.48912851858903
"A","B","C187",0.895216338238443
"A","B","C188",0.259192366225756
"A","B","C189",0.233014794362992
"A","B","C190",0.307878423303222
"A","B","C191",0.312105430382012
"A","B","C192",0.122165563335498
"A","B","C193",0.200832483719018
"A","B","C194",0.180500233481106
"A","B","C195",0.88074822592802
"A","B","C196",0.888592305747664
"A","B","C197",0.173048332623586
"A","B","C198",0.552678029340093
"A","B","C199",0.1222716690522
"A","B","C200",0.143481390507927
